scientific_name,common_name,class,order,family,phylum,national_rank,top5,top10,protective_context_count,protective_chemical_count,warning_context_count,warning_chemical_count,broad_life_stage_category_count,eligible_state_count,state_occurrence_available,evidence_support,evidence_support_label,official_or_common_method_species,testing_priority,rank_scope,note
Pycnocentria evecta,,Insecta,Trichoptera,Conoesucidae,Arthropoda,1118,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027038104547986,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Leuctra inermis,,Insecta,Plecoptera,Leuctridae,Arthropoda,1119,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027010690511282,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Duttaphrynus melanostictus,,Amphibia,Anura,Bufonidae,Chordata,1120,False,False,34,21,3,3,1,0,False,moderate_20_49,Moderate (20-49 protective contexts),False,0.0013784159871953,extended_greedy_order,
Aeshna sp.,,Insecta,Odonata,Aeshnidae,Arthropoda,1121,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027538058278186,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Helophorus sp.,,Insecta,Coleoptera,Hydrophilidae,Arthropoda,1122,False,False,3,3,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027487702983943,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Euphlyctis cyanophlyctis,,Amphibia,Anura,Dicroglossidae,Chordata,1123,False,False,5,3,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0032396570076504,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Paraponyx stratiotata,,Insecta,Lepidoptera,Crambidae,Arthropoda,1124,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027508181029616,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Acrossocheilus paradoxus,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,1125,False,False,7,3,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.003156278766363,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Atalophlebia australis,,Insecta,Ephemeroptera,Leptophlebiidae,Arthropoda,1126,False,False,4,3,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0021195672189112,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Neurocordulia virginiensis,,Insecta,Odonata,Corduliidae,Arthropoda,1127,False,False,2,1,0,0,1,5,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0034963309031838,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Acipenser stellatus,,Actinopterygii,Acipenseriformes,Acipenseridae,Chordata,1128,False,False,2,2,1,1,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.003805234047244,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Dytiscus sp.,,Insecta,Coleoptera,Dytiscidae,Arthropoda,1129,False,False,9,5,0,0,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0030654397604025,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Dictya sp.,,Insecta,Diptera,Sciomyzidae,Arthropoda,1130,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0029822926050334,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Argia sp.,,Insecta,Odonata,Coenagrionidae,Arthropoda,1131,False,False,3,3,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0030630509222627,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Leptophlebia sp.,,Insecta,Ephemeroptera,Leptophlebiidae,Arthropoda,1132,False,False,3,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0021448249118522,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chimarra marginata,,Insecta,Trichoptera,Philopotamidae,Arthropoda,1133,False,False,1,1,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0029332870187851,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Ilyocoris cimicoides,,Insecta,Heteroptera,Naucoridae,Arthropoda,1134,False,False,1,1,0,0,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0019036169084141,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Aphelocheirus aestivalis,,Insecta,Heteroptera,Naucoridae,Arthropoda,1135,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026786276835764,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Nigronia serricornis,,Insecta,Megaloptera,Corydalidae,Arthropoda,1136,False,False,1,1,0,0,1,29,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0073381021315086,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Lirceus fontinalis,,Malacostraca,Isopoda,Asellidae,Arthropoda,1137,False,False,4,2,0,0,1,3,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.003913834100793,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Corydalus cornutus,,Insecta,Megaloptera,Corydalidae,Arthropoda,1138,False,False,1,1,1,1,1,36,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0084561935575858,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Alloperla sp.,,Insecta,Plecoptera,Chloroperlidae,Arthropoda,1139,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0018937054853203,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Sphaerodema annulatum,,Insecta,Heteroptera,Belostomatidae,Arthropoda,1140,False,False,4,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028851626670816,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cyclops varicans,,Maxillopoda,Cyclopoida,Cyclopidae,Arthropoda,1141,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0039218440561365,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Scenedesmus acutus,,Chlorophyceae,Chlorococcales,Scenedesmaceae,Chlorophyta,1142,False,False,10,9,7,7,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0030985811706279,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Aeshna cyanea,,Insecta,Odonata,Aeshnidae,Arthropoda,1143,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0019354724825399,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Elliptio complanata,,Bivalvia,Unionoida,Unionidae,Mollusca,1144,False,False,10,6,2,2,1,19,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0070179588594405,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Helisoma duryi,,Gastropoda,Basommatophora,Planorbidae,Mollusca,1145,False,False,4,4,0,0,1,6,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0038141177323854,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Basiaeschna janata,,Insecta,Odonata,Aeshnidae,Arthropoda,1146,False,False,1,1,0,0,1,32,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0079375373101456,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Spirostomum ambiguum,,Ciliatea,Heterotrichida,Spirostomidae,Ciliophora,1147,False,False,37,37,0,0,1,2,True,moderate_20_49,Moderate (20-49 protective contexts),False,0.0028635438860406,extended_greedy_order,
Coenagrion pulchellum,,Insecta,Odonata,Coenagrionidae,Arthropoda,1148,False,False,2,1,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0022708562986935,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Acipenser oxyrhynchus,,Actinopterygii,Acipenseriformes,Acipenseridae,Chordata,1149,False,False,7,6,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0026834177264701,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Phryganea sp.,,Insecta,Trichoptera,Phryganeidae,Arthropoda,1150,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026555239034341,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Hydroptila angusta,,Insecta,Trichoptera,Hydroptilidae,Arthropoda,1151,False,False,2,2,0,0,1,2,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0030029924129069,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Oligostomis pardalis,,Insecta,Trichoptera,Phryganeidae,Arthropoda,1152,False,False,2,2,0,0,1,4,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0032895862215044,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Gillia altilis,,Gastropoda,Neotaenioglossa,Hydrobiidae,Mollusca,1153,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0030518072961458,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chimarra sp.,,Insecta,Trichoptera,Philopotamidae,Arthropoda,1154,False,False,3,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028430764678991,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Planorbis carinatus,,Gastropoda,Basommatophora,Planorbidae,Mollusca,1155,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027551239790613,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Phryganea striata,,Insecta,Trichoptera,Phryganeidae,Arthropoda,1156,False,False,1,1,0,0,3,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0019955919339579,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Lepidostoma sp.,,Insecta,Trichoptera,Lepidostomatidae,Arthropoda,1157,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002873920169506,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Alburnus alburnus,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,1158,False,False,12,11,1,1,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0017965264522128,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Stenelmis sexlineata,,Insecta,Coleoptera,Elmidae,Arthropoda,1159,False,False,2,2,0,0,1,2,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0029649829880167,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Planorbis planorbis,,Gastropoda,Basommatophora,Planorbidae,Mollusca,1160,False,False,3,3,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027492418721695,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Lasmigona subviridis,,Bivalvia,Unionoida,Unionidae,Mollusca,1161,False,False,7,4,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0030845507354866,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Cambarus sp.,,Malacostraca,Decapoda,Cambaridae,Arthropoda,1162,False,False,7,7,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0034647873361782,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Dytiscus marginalis,,Insecta,Coleoptera,Dytiscidae,Arthropoda,1163,False,False,1,1,0,0,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0020411544061057,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Coenagrion puella,,Insecta,Odonata,Coenagrionidae,Arthropoda,1164,False,False,10,4,3,2,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0018455591267438,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Tinca tinca,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,1165,False,False,16,13,2,2,1,1,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0016418771177159,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Rhinella ornata,,Amphibia,Anura,Bufonidae,Chordata,1166,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0031674551259045,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cambarus latimanus,,Malacostraca,Decapoda,Cambaridae,Arthropoda,1167,False,False,1,1,0,0,1,6,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0047053017327767,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Lumbriculus inconstans,,Clitellata,Lumbriculida,Lumbriculidae,Annelida,1168,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0037405792200499,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Biomphalaria glabrata,,Gastropoda,Basommatophora,Planorbidae,Mollusca,1169,False,False,45,31,10,10,4,0,False,moderate_20_49,Moderate (20-49 protective contexts),False,0.0023141847308976,extended_greedy_order,
Gyraulus parvus,,Gastropoda,Basommatophora,Planorbidae,Mollusca,1170,False,False,1,1,0,0,1,13,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0048682506195465,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Physastra gibbosa,,Gastropoda,Basommatophora,Physidae,Mollusca,1171,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0032728210983453,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Calopteryx splendens,,Insecta,Zygoptera,Calopterygidae,Arthropoda,1172,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026282959358351,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Micropterus treculii,,Actinopterygii,Perciformes,Centrarchidae,Chordata,1173,False,False,3,3,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0034919113257855,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Hydrophilus sp.,,Insecta,Coleoptera,Hydrophilidae,Arthropoda,1174,False,False,12,8,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0016717610492692,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Ameiurus natalis,,Actinopterygii,Siluriformes,Ictaluridae,Chordata,1175,False,False,4,4,0,0,1,33,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0107333524869736,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Sweltsa sp.,,Insecta,Plecoptera,Chloroperlidae,Arthropoda,1176,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026220025421815,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Notropis stramineus,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,1177,False,False,3,3,0,0,1,6,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0042749804421841,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Platyias quadricornis,,Monogononta,Ploima,Brachionidae,Rotifera,1178,False,False,1,1,0,0,1,9,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0058656359211984,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Lirceus alabamae,,Malacostraca,Isopoda,Asellidae,Arthropoda,1179,False,False,2,2,0,0,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0034596674932703,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Calopteryx sp.,,Insecta,Zygoptera,Calopterygidae,Arthropoda,1180,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0018488771386862,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cybister sp.,,Insecta,Coleoptera,Dytiscidae,Arthropoda,1181,False,False,4,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028979458751694,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Psephenus herricki,,Insecta,Coleoptera,Psephenidae,Arthropoda,1182,False,False,5,4,0,0,1,25,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0037866961361396,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Palustra laboulbeni,,Insecta,Lepidoptera,Arctiidae,Arthropoda,1183,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0018665723475392,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Gymnocephalus cernuus,,Actinopterygii,Perciformes,Percidae,Chordata,1184,False,False,4,4,1,1,1,3,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026145743288405,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Rasbora daniconius,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,1185,False,False,10,6,1,1,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0030624204622622,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Barbus sharpeyi,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,1186,False,False,5,5,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0032245789556457,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Gymnocorymbus ternetzi,,Actinopterygii,Characiformes,Characidae,Chordata,1187,False,False,3,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0022999982210734,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Notropis anogenus,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,1188,False,False,2,2,0,0,1,4,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0038773194530381,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Mesocyclops longisetus,,Maxillopoda,Cyclopoida,Cyclopidae,Arthropoda,1189,False,False,2,1,0,0,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0039221821065894,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Tricorythodes sp.,,Insecta,Ephemeroptera,Leptohyphidae,Arthropoda,1190,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028395346745228,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Tricorythodes minutus,,Insecta,Ephemeroptera,Leptohyphidae,Arthropoda,1191,False,False,1,1,0,0,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028944312198037,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Allocapnia sp.,,Insecta,Plecoptera,Capniidae,Arthropoda,1192,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027824762049083,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Radix natalensis,,Gastropoda,Basommatophora,Lymnaeidae,Mollusca,1193,False,False,17,13,0,0,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0024959162358626,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Allocapnia vivipara,,Insecta,Plecoptera,Capniidae,Arthropoda,1194,False,False,2,2,0,0,1,7,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0038512850930145,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Hygrotus novemlineatus,,Insecta,Coleoptera,Dytiscidae,Arthropoda,1195,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0019246088925963,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Mesocyclops thermocyclopoides,,Maxillopoda,Cyclopoida,Cyclopidae,Arthropoda,1196,False,False,1,1,0,0,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027844557076727,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Sepedon fuscipennis,,Insecta,Diptera,Sciomyzidae,Arthropoda,1197,False,False,2,2,0,0,1,3,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0035149349655534,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cambarus diogenes,,Malacostraca,Decapoda,Cambaridae,Arthropoda,1198,False,False,1,1,1,1,2,16,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0067038094901751,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cichlasoma nigrofasciatum,,Actinopterygii,Perciformes,Cichlidae,Chordata,1199,False,False,3,3,0,0,2,7,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0042724004680777,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Acipenser persicus,,Actinopterygii,Acipenseriformes,Acipenseridae,Chordata,1200,False,False,2,1,0,0,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0037427382278186,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Austropotamobius pallipes,,Malacostraca,Decapoda,Astacidae,Arthropoda,1201,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0031092707970888,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Barbus dorsalis,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,1202,False,False,5,5,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0031170580908216,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Planorbis corneus,,Gastropoda,Basommatophora,Planorbidae,Mollusca,1203,False,False,5,5,1,1,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.002679947401415,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Rhinella marina,,Amphibia,Anura,Bufonidae,Chordata,1204,False,False,12,7,2,2,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0031771492237085,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Pyrgulopsis idahoensis,,Gastropoda,Neotaenioglossa,Hydrobiidae,Mollusca,1205,False,False,8,3,0,0,2,1,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0031855845030733,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Leptophlebia marginata,,Insecta,Ephemeroptera,Leptophlebiidae,Arthropoda,1206,False,False,4,4,3,3,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028495846266438,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Bryocamptus zschokkei,,Maxillopoda,Harpacticoida,Canthocamptidae,Arthropoda,1207,False,False,9,5,0,0,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0027062032037624,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Gyraulus circumstriatus,,Gastropoda,Basommatophora,Planorbidae,Mollusca,1208,False,False,2,2,0,0,1,4,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0033162303721032,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Brachycentrus subnulis,,Insecta,Trichoptera,Brachycentridae,Arthropoda,1209,False,False,3,3,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0020312660707596,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chimarra obscura,,Insecta,Trichoptera,Philopotamidae,Arthropoda,1210,False,False,3,2,0,0,1,4,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0035293588464617,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cambarus robustus,,Malacostraca,Decapoda,Cambaridae,Arthropoda,1211,False,False,1,1,1,1,1,9,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0052353093653649,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Notropis hudsonius,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,1212,False,False,6,5,0,0,1,5,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0040131350384234,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Bryocamptus echinatus,,Maxillopoda,Harpacticoida,Canthocamptidae,Arthropoda,1213,False,False,5,4,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0026973432143443,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Capnia sp.,,Insecta,Plecoptera,Capniidae,Arthropoda,1214,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002606777417298,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Brachycentrus numerosus,,Insecta,Trichoptera,Brachycentridae,Arthropoda,1215,False,False,3,2,1,1,1,3,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0033693135405147,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cichlasoma bimaculatum,,Actinopterygii,Perciformes,Cichlidae,Chordata,1216,False,False,4,2,3,2,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0029814116319302,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Alitropus typus,,Malacostraca,Isopoda,Aegidae,Arthropoda,1217,False,False,3,3,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0030855023973717,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Proasellus sp.,,Malacostraca,Isopoda,Asellidae,Arthropoda,1218,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0032389256724718,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Brachycentrus sp.,,Insecta,Trichoptera,Brachycentridae,Arthropoda,1219,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0020190910125722,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Acipenser fulvescens,,Actinopterygii,Acipenseriformes,Acipenseridae,Chordata,1220,False,False,7,4,0,0,1,1,True,sparse_5_19,Limited (5-19 protective contexts),False,0.002792431744851,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Proasellus coxalis,,Malacostraca,Isopoda,Asellidae,Arthropoda,1221,False,False,8,4,2,2,3,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0019038048209155,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Belostoma sp.,,Insecta,Heteroptera,Belostomatidae,Arthropoda,1222,False,False,4,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002701520363023,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Anax junius,,Insecta,Odonata,Aeshnidae,Arthropoda,1223,False,False,1,1,1,1,1,50,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0107402220396065,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Vallisneria natans,,Liliopsida,Hydrocharitales,Hydrocharitaceae,Magnoliophyta,1224,False,False,3,3,0,0,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028870204227811,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cyprinella spiloptera,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,1225,False,False,4,3,1,1,1,16,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0059364368025661,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
